Query: 浙江大学紫金港校区海洋大楼南侧浙江大学建筑工程学院A楼(南大门), Truth: 紫金港路隧道东200米浙江大学建筑工程学院A楼(南门), Distance: 19123
Query: 弘元路与中和路交叉路口1780米左右派出所分局治安执勤点, Truth: 奉欣路25号附近仁和派出所治安执勤点, Distance: 958
Query: 星桥南路东边星运丽园住宅区, Truth: 星桥街道星桥南路187号星运丽园, Distance: 645
Query: 上塘路与温州路交叉口向北直行约70米崇庆里6号楼, Truth: 新昌路崇庆里6幢崇庆里6号楼, Distance: 427
Query: 杭州网投文化创意产业园1幢对面中南慕墙大厦停车场(出入口), Truth: 中南幕墙大厦停车场(出入口), Distance: 444
Query: 从备塘路与福临街的交叉路口顺着备塘路往西南的方向走大概110米然后再向北边走60米处路的西边就是浜河部落轰爬馆, Truth: 备塘路136号浜河部落57号楼浜河部落轰趴馆, Distance: 938
Query: 庆春路与湖滨路交叉口东南方向华侨饭店停车位, Truth: 湖滨路39号华侨饭店华侨饭店停车场, Distance: 918
Query: 渔巷路偏南长巷村文化体育中心, Truth: 明德学校西北90米(渔大线南)长巷村文体中心, Distance: 869
Query: 圣苑小区东南处医疗设备有限公司企业, Truth: 三墩镇古墩路673号杭州市西湖区瑞博国际善医疗设备有限公司, Distance: 4004
Query: 环城东路西侧东园住宅区16幢, Truth: 东园16东园小区16幢, Distance: 810
Query: 朝晖路往北口腔医院, Truth: 文晖路183号杭州下城儿童口腔医院, Distance: 762
Query: 勤丰路与大农港路交叉口东南方向140米停车区, Truth: 勤丰路与明珠街交叉口北150米后珠家苑东区后珠家苑东区停车场, Distance: 606
Query: 杭钢幼儿园(兴学弄)往西南杭钢北苑69幢, Truth: 半山路杭钢北苑杭钢北苑69号楼, Distance: 139
Query: 浙江长征职业技术学院东侧约60米小区254号楼, Truth: 浙江长征职业技术学院东侧约60米石马新村254号楼, Distance: 90257
Query: 金沙大道与上沙路交叉路口红绿灯处向东偏南大概走160米进入万亚·金沙湖1号找到Y.HOUSE(万亚名城店)就可以了, Truth: 下沙街道金沙湖一号万亚首尔2号楼B1层Y.HOUSE(万亚名城店), Distance: 15959
Query: 萧山区化文旅游体育发展服务中心网球馆附近萧山区文化旅游体育中心南停车场, Truth: 市心南路398号萧山区文化旅游体育发展服务中心南停车场, Distance: 579
Query: 江陵路于江南大道交叉口星耀城二期-母婴室, Truth: 江陵路与江南大道交叉口星耀城二期二楼东南角滨江星耀城二期-母婴室, Distance: 371
Query: 环亚航旁边财经职业学校警务室, Truth: 天官路杭州市财经职业学校警务室, Distance: 30753
Query: 临东路158号途家斯维登度假汽车东站店, Truth: 临东路158号(汽车东站对面)途家斯维登度假公寓(汽车东站店), Distance: 880
Query: 半山国家森林公园绿道南面杭钢北苑小区69号楼, Truth: 半山路杭钢北苑杭钢北苑69号楼, Distance: 847
Query: 晨晖路北边半岛花园27东楼, Truth: 广宁社区蜀山路半岛花园北门半岛花园27幢, Distance: 345
Query: 桐庐农村商业银行(b桐君支行)附近支行服务点, Truth: 邮电路121号浙江农信桐庐农商银行桐君支行金融便民服务点, Distance: 1669
Query: 中河c中路东f边人寿大厦, Truth: 中河中路80-82号街电(浙江人寿大厦), Distance: 284
Query: 西溪路与求是路交叉口往北方向公元大楼地下停车场出口, Truth: 公元大厦地下停车场(出口), Distance: 42670
Query: 茶与鸡语(教工路店)南25米浙江团校单位(西门), Truth: 教工路182-1号浙江省团校(西门), Distance: 749
Query: 三墩镇杨家塘村12号塘和景点, Truth: 三墩镇杨家塘村12号塘河公园, Distance: 16733
Query: 金山路与山阴路东北方向460米银行萧山支行(东北门), Truth: 金城路258号中国人民银行萧山支行(东北门), Distance: 22086
Query: 下沙10号大街27号路口南区4幢, Truth: 下沙10号大街27号路口野风海天城南区4幢野风·海天城4幢, Distance: 904
Query: 万家LIFE(杭州金色黎明店)南边黎明小区2期13幢, Truth: 江干区滨江金色黎明滨江金色黎明1期13号楼, Distance: 459
Query: 围垦街南边星野小区11幢, Truth: 星野花苑四区11幢(文泽北路东)星野花苑4区11幢, Distance: 915
Query: 江陵路东边迎春南苑小区(北3门), Truth: 西兴迎春南苑(滨兴路南)迎春南苑(北3门), Distance: 7661
Query: 福临街与普德路交叉口西0南方向140米心苑7幢, Truth: 上城区普福心苑7幢, Distance: 9809
Query: 萧金路与沈家里路交叉口东南100米杭州科技职业技术学院继教学院湘湖分院(西北门), Truth: 沈家里路216号杭州科技职业技术学院杭州广播电视大学继教学院湘湖分院(西北门), Distance: 338
Query: 江寺公园西方老剧院停车, Truth: 文化路70号老剧院老剧院停车场, Distance: 20334
Query: 钱潮路与富春路交叉口向东北方向走120米再向东南方向100米火星羽毛球游泳网球篮球乒乓球培训中心江干店, Truth: 钱潮路12号火星羽毛球游泳网球篮球乒乓球培训中心(江干店), Distance: 908
Query: 朝阳新村附近千岛湖世纪华联(万诚广场店), Truth: 万城广场商业中心6幢2一1号2楼千岛湖万城广场世纪华联超市, Distance: 65
Query: 博奥路上博奥路B口公交站, Truth: 1506M路社区接驳巴士高峰;300路;563M路;762路地铁博奥路站B口(公交站), Distance: 659
Query: 小河路偏系名城燕园地下停车场, Truth: 和盛街25名城燕园名城燕园停车场, Distance: 802
Query: 严村里42号美容美发沙龙, Truth: 良渚镇亿丰时代广场严村里42号皇子美发沙龙(严村里店), Distance: 183
Query: 杭州天医殿边公共洗手间塘新线辅路与南大路交叉口, Truth: 3省道与塘新线交叉路口往东北约190米公共厕所, Distance: 913
Query: 吴砖线与良上线交叉口西北120米农业生产资料公司, Truth: 仓前镇吴山前村秀才桥33号杭州市农业生产资料有限公司, Distance: 865
Query: 丰潭路东面传奇奢华西城银泰城店, Truth: 丰潭路380号银泰城4层020A、020B传奇奢华影城(银泰城店), Distance: 435
Query: 天目山路东面浙外学院考试中心, Truth: 留和路299号浙江外国语学院考试中心, Distance: 13283
Query: 西溪路与古墩路交叉口东北260米美女山景点, Truth: 灵峰山东北角杭州西湖风景名胜区-美女山, Distance: 9502
Query: 汀雨路侧华章名苑13号楼, Truth: 乔司街道良熟世纪大道华章名苑13幢, Distance: 615
Query: 杭州市中策职业学校霞湾校区旁富义仓停车场(出入口), Truth: 大兜路与霞湾巷交叉口南50米富义仓公园停车场(出入口), Distance: 984
Query: 香樟街39号浙江国贸金融总部, Truth: 香樟街迪凯银座西南侧约200米浙江国贸商业金融总部大楼, Distance: 24576
Query: 萍水街向北海蓝·天行国际B2商务写字楼, Truth: 海蓝·天行国际B2裙楼, Distance: 481
Query: 永通·信息广场附近杭州文化广播电视台停车场环城北路, Truth: 仓河下文化广播电视集团停车场, Distance: 389
Query: 超峰东路与新丝路辅路交口叉西100米小区东南门, Truth: 新丝路与超峰东路交叉口西150米枣李家园(东南门), Distance: 37152
Query: 空港２大道北全季宾馆(杭州萧山机场店), Truth: 瓜沥镇新港村832号全季酒店(杭州萧山机场店), Distance: 722
Query: 东方铭楼附近汇享茗蒸养生馆(下沙铭都雅店苑, Truth: 铭都雅苑12幢商铺楼上二楼汇享茗蒸颜顺汗蒸美容养生馆(下沙铭都雅苑店), Distance: 359
Query: 丰瑞大厦西南角迷你考拉仓库宝嘉誉府店, Truth: 宝嘉誉府3幢1单元西梯负一层迷你考拉仓(宝嘉誉府店), Distance: 822
Query: 邻居中心(元宝塘店)附近公共厕所, Truth: 元宝塘巷与元宝塘南巷口公共厕所(元宝塘公园), Distance: 785
Query: 农夫乐园阳光码头附近农夫丰收广场, Truth: 良渚农场农夫乐园-丰收广场(暂停营业), Distance: 793
Query: 仁惜美业会所附近世纪华联(锦绣名邸店), Truth: 塘栖镇塘汇路50、52、54、56号杭州华联(锦绣名邸店), Distance: 738
Query: 解放东路和钱江路交叉口西南边怡静公寓, Truth: 钱江路与城星路交叉路口东南侧(观音塘小区南侧)怡静坊, Distance: 636
Query: 天城路北面东宸售楼处, Truth: 彭埠街道月桥路德信浙旅·东宸售楼处, Distance: 9126
Query: 普照巷到建福街的交叉路口附近普福心苑2号楼, Truth: 建福街(远洋心里)普福心苑2幢, Distance: 6126
Query: 江墅铁路遗址公园东南方向紫荆家园7号楼, Truth: 大浒街100号紫荆家园7幢, Distance: 638
Query: 万泰城里客梯, Truth: 望江东路332号万泰城1F层客梯(万泰城), Distance: 879
Query: 中山北路和凤起路交叉口东北方CitiGOHOUSE公寓(中河北路分店), Truth: CitiGO酒店(中河北路3号citigo)杭州杭州未来科技城CitiGOHOUSE公寓(中河北路分店), Distance: 2189
Query: 古墩路东侧正新11栋, Truth: 古墩路582号政新花园11幢, Distance: 800
Query: 跨塘桥路北世茂小区, Truth: 跨塘桥路世茂天誉湾(建设中), Distance: 84903
Query: 平安银行(杭州城西支行)附近三坝地铁站布丁酒店, Truth: 萍水西街80号布丁酒店(杭州城西银泰三坝地铁站店), Distance: 771
Query: 枫树路与双龙街交叉口东北方向100米嵊州小吃枫树路店面, Truth: 枫树路128号嵊州小吃(枫树路店), Distance: 866
Query: 海南达路和天城东路交叉口东北泰业商隆银行下沙支行, Truth: 天城东路246-117号浙江泰隆商业银行（杭州下沙支行）, Distance: 14906
Query: 金浦苑西区旁边莱茵园6号楼, Truth: 东信莱茵园6幢东信莱茵园6号楼, Distance: 33867
Query: 网商路西边烤馍店, Truth: 网商路599号网易大厦饼男石烤馍(网易大厦一期店), Distance: 755
Query: 夹城巷与湖墅南路交叉口东北290米左家新村9座, Truth: 湖墅南路394号左家新村9幢左家新村9幢, Distance: 556
Query: 市民街东北侧橙子图文广告（航空大厦, Truth: 中华·钱塘航空大厦2幢大厅111室橙子图文(钱塘航空大厦店), Distance: 991
Query: 杭州采荷第一小学教育集团丁信小学西北方向纹眉&纹绣品牌连锁, Truth: 同协路同协金座16幢9楼英佩妮迪半永久纹眉&纹绣品牌连锁(同协金座店), Distance: 732
Query: i东路与文一西路交汇处菜鸟快递(杭州马鞍山雅苑57-1号店), Truth: 余杭街道马鞍山雅苑57-1菜鸟驿站(杭州马鞍山雅苑57-1号店), Distance: 529
Query: 玉古路西侧浙大玉泉校区泳池, Truth: 浙大路38浙江大学玉泉校区浙江大学游泳池(玉古路)(暂停营业), Distance: 329
Query: 便民家电出售维修附近南庄兜东院126号, Truth: 杭州绕城高速(南庄兜东苑)南庄兜东苑126号楼, Distance: 2302
Query: 七古路88号警察学校, Truth: 七古路88号浙江第二人民警察学校国际关系学院杭州校区, Distance: 905
Query: 汇周街与里鸿巷交叉路口东南方向吉鸿家园东区和景苑地下停车(出口), Truth: 里鸿巷26号吉鸿家园东区和景苑停车场(出口), Distance: 45043
Query: 长天弄与云帆巷交叉口东北100米儿童医院急诊, Truth: 文晖路201号杭州市儿童医院内杭州市儿童医院急诊, Distance: 1678
Query: 温州路南侧我爱我家, Truth: 温州路25号怪兽充电(我爱我家普金家园店), Distance: 8365
Query: 湘云雅苑南侧温兴风情苑21号楼, Truth: 江陵路温兴风情苑21幢, Distance: 510
Query: 复广支二路南边太和广场3幢, Truth: 钱江路58号赞成大厦3幢赞成.太和广场3幢, Distance: 20577
Query: 浙江省中山医院东面怪兽充电庆春路智尚酒店, Truth: 庆春路17号凯旋门商业中心B座3层怪兽充电(智尚酒店庆春路商业中心店), Distance: 881
Query: 钱潮路68号金基晓庐小区2幢, Truth: 晓庐2幢金基晓庐2幢, Distance: 696
Query: 杭州万合酒店西南面水澄花园北苑地下泊车场, Truth: 复兴路411附近水澄花园北苑地下车库, Distance: 32510
Query: 湖墅南路118号杭州天使舞蹈教学点, Truth: 湖墅南路118号文晖大厦19层杭州天使舞蹈学校, Distance: 78687
Query: 花园港桥正东育华教学楼, Truth: 丰庆路长青嘉苑西侧约100米绿城育华亲亲学校教学楼, Distance: 296
Query: 文二西路与弘德路交叉路口东北120米招商部, Truth: 文二西路780号西溪银座招商中心, Distance: 856
Query: 6号街大北面美琪家政, Truth: 江干区经济开发区金沙学府51幢3楼美琪到家·维修清洗家政(下沙店), Distance: 460
Query: 机场路35-4号小桔充站, Truth: 机场路35-49号京惠花园商业区停车场小桔充电站(江干区京惠花园), Distance: 4356
Query: 古荡隧道北面西湖西溪天堂(东1门), Truth: 紫金港路21号西溪天堂F1层西溪天堂(东一门), Distance: 20603
Query: 凤起东路与御云路交叉口南方轻氧洗衣店(御道家园便民服务站), Truth: 杭海路与杭甬高速(杭州支线)交叉路口往北约50米轻氧洗衣(御道家园便民服务站干洗存取柜), Distance: 627
Query: 开创街南面正京药机场路, Truth: 机场路66号正京元大药店房(草庄景墅店), Distance: 21482
Query: 西溪花园附近郡原公元里3号楼, Truth: 公元里3幢(全家桥西北180米)郡原公元里3幢, Distance: 337
Query: 阳光花园南附近皇朝城市花园E11幢, Truth: 紫荆花路92号附近皇朝城市花园复合式别墅1幢E1型, Distance: 8411
Query: 黄姑山横路56号海友酒店杭州黄龙体育中心店, Truth: 黄姑山横路56号海友酒店(杭州黄龙体育中心店), Distance: 76593
Query: 海兴路与海创路交叉口附近五常街道瑞谷中心1幢土鸡铁锅炖(杭师大店), Truth: 五常街道瑞谷中心1幢1-9-1室东北土鸡铁锅炖(杭师大店), Distance: 285
Query: 波箱维修附近杭州伟业汽车修理, Truth: 党柯路86号(佳丽花边)杭州萧山伟业汽车修理厂, Distance: 0
Query: 六号港滨水公园绿道附近八区6号楼, Truth: 上城区黎明八区6号楼, Distance: 484
Query: 佑圣观路西侧义井居民区东门, Truth: 佑圣观路181号义井小区(东门), Distance: 867
Query: 华东大药房南边马市街小区北区西3门, Truth: 庆春路与皮市巷交叉口南100米马市街社区北区(西3门), Distance: 998
